p,maxb,k,minb,group
1,0.0066321536,2000,0.0066321536,1
0.9,0.1513259436,2000,-0.140183742,1
0.8,0.2708484024,2000,-0.260824483,1
0.7,0.3859726943,2000,-0.374125865,1
0.6,0.502920565,2000,-0.488771375,1
0.5,0.6221596731,2000,-0.608833201,1
0.4,0.7515200505,2000,-0.739570099,1
0.3,0.8997769115,2000,-0.883200211,1
0.2,1.0870563113,2000,-1.060887212,1
0.1,1.3563490368,2000,-1.324099644,1
1,-0.022128134,2000,-0.022128134,2
0.9,0.1227583459,2000,-0.171783455,2
0.8,0.2376940091,2000,-0.292096338,2
0.7,0.3491881096,2000,-0.400240041,2
0.6,0.4602907126,2000,-0.509222787,2
0.5,0.5786116913,2000,-0.622864277,2
0.4,0.7102811677,2000,-0.747542687,2
0.3,0.8648435419,2000,-0.893259704,2
0.2,1.0683977517,2000,-1.072042979,2
0.1,1.3532353455,2000,-1.35448393,2
1,-0.003212545,2000,-0.003212545,3
0.9,0.1375514752,2000,-0.147702095,3
0.8,0.2502750899,2000,-0.263061735,3
0.7,0.36073767,2000,-0.371091248,3
0.6,0.4717807868,2000,-0.478393969,3
0.5,0.5864851331,2000,-0.592910379,3
0.4,0.7113244081,2000,-0.717470817,3
0.3,0.8598806937,2000,-0.857150818,3
0.2,1.046805789,2000,-1.027785468,3
0.1,1.3255036106,2000,-1.298400694,3
1,0.0048791751,2000,0.0048791751,4
0.9,0.1434804494,2000,-0.138734979,4
0.8,0.2619821979,2000,-0.25706016,4
0.7,0.3745629678,2000,-0.369265512,4
0.6,0.4862789206,2000,-0.478975177,4
0.5,0.6034295765,2000,-0.593666709,4
0.4,0.7324799838,2000,-0.718999591,4
0.3,0.8826134059,2000,-0.862436799,4
0.2,1.0632757166,2000,-1.034151151,4
0.1,1.3258994196,2000,-1.270868186,4
1,-0.019727407,2000,-0.019727407,5
0.9,0.126420814,2000,-0.166158325,5
0.8,0.2436019221,2000,-0.284460132,5
0.7,0.3544346355,2000,-0.395154543,5
0.6,0.4672071312,2000,-0.505965104,5
0.5,0.5836313609,2000,-0.623072894,5
0.4,0.7114060658,2000,-0.751896958,5
0.3,0.8609981888,2000,-0.897509123,5
0.2,1.049848826,2000,-1.083660087,5
0.1,1.3265984962,2000,-1.363350363,5
1,-0.018492021,2000,-0.018492021,6
0.9,0.1277831577,2000,-0.159363385,6
0.8,0.2458942106,2000,-0.277755044,6
0.7,0.3592570415,2000,-0.391447554,6
0.6,0.4729874939,2000,-0.507009159,6
0.5,0.5917032862,2000,-0.628676112,6
0.4,0.716048132,2000,-0.757492094,6
0.3,0.8565403078,2000,-0.904732273,6
0.2,1.0292242373,2000,-1.086658176,6
0.1,1.2777093885,2000,-1.363460858,6
1,-0.006593714,2000,-0.006593714,7
0.9,0.1341286668,2000,-0.150460152,7
0.8,0.2478965296,2000,-0.265597839,7
0.7,0.3575439506,2000,-0.376192521,7
0.6,0.471331329,2000,-0.487929101,7
0.5,0.58969665,2000,-0.602933586,7
0.4,0.717182703,2000,-0.725234591,7
0.3,0.8605159798,2000,-0.861000635,7
0.2,1.0400448919,2000,-1.035158867,7
0.1,1.3166920956,2000,-1.301561797,7
1,0.0020886627,2000,0.0020886627,8
0.9,0.1473260241,2000,-0.141971806,8
0.8,0.2624848278,2000,-0.256284996,8
0.7,0.3716235064,2000,-0.364313358,8
0.6,0.4819684224,2000,-0.473353752,8
0.5,0.5942756164,2000,-0.590020038,8
0.4,0.7170177812,2000,-0.719498497,8
0.3,0.8617413026,2000,-0.864865169,8
0.2,1.0461824245,2000,-1.050117328,8
0.1,1.3270352649,2000,-1.333522635,8
1,-0.023105768,2000,-0.023105768,9
0.9,0.1164555706,2000,-0.161263696,9
0.8,0.2269337448,2000,-0.272717901,9
0.7,0.332163153,2000,-0.377945449,9
0.6,0.4390481619,2000,-0.484768133,9
0.5,0.5500764639,2000,-0.596331393,9
0.4,0.6711702833,2000,-0.718105497,9
0.3,0.8096515826,2000,-0.856774217,9
0.2,0.9859258214,2000,-1.033895262,9
0.1,1.2485751492,2000,-1.307537507,9
1,-0.003899903,2000,-0.003899903,10
0.9,0.1374406116,2000,-0.144157687,10
0.8,0.2513167629,2000,-0.25916151,10
0.7,0.3584378857,2000,-0.368419664,10
0.6,0.4676608834,2000,-0.478286888,10
0.5,0.5830849657,2000,-0.590967963,10
0.4,0.7094503508,2000,-0.712999415,10
0.3,0.8514372564,2000,-0.854067418,10
0.2,1.0277955387,2000,-1.035385325,10
0.1,1.2868108102,2000,-1.30440196,10
